,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_filter__n,param_variant__alpha,param_variant__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,0.750600004196,0.146999979019,0.5975,0.595625453137,1,0.01,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.01, 'filter__n': 1}",185,0.604244694132,0.603938730853,0.58625,0.5959375,0.6,0.5925,0.61375,0.5890625,0.583229036295,0.596688534833,0.0496572167215,0.00178896463168,0.0113651096969,0.00496344464091
11,0.740799999237,0.114599943161,0.604,0.604000004059,1,0.01,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.01, 'filter__n': 1}",169,0.604244694132,0.603938730853,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.00957910281977,0.0192311974429,0.000317110152044,7.92486763263e-05
12,0.745799970627,0.125399971008,0.6005,0.602374496088,1,0.001,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.001, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0642974172973,0.0194998145894,0.00687831614611,0.0032824663256
13,0.714999961853,0.123800039291,0.599,0.600250453137,1,0.001,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.001, 'filter__n': 1}",181,0.604244694132,0.603938730853,0.60375,0.6040625,0.6,0.5925,0.60375,0.6040625,0.583229036295,0.596688534833,0.0475521157999,0.0230339136422,0.00802594034509,0.00480465567796
14,0.667399978638,0.132400035858,0.6005,0.602374496088,1,0.001,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.001, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0529097770382,0.0215740357999,0.00687831614611,0.0032824663256
15,0.600600004196,0.141000080109,0.59625,0.600937445166,1,0.001,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.001, 'filter__n': 1}",189,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.583229036295,0.596688534833,0.012240924516,0.0185687856393,0.00925345300849,0.00383743726903
16,0.682999992371,0.148199987411,0.5975,0.595625453137,1,0.001,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.001, 'filter__n': 1}",185,0.604244694132,0.603938730853,0.58625,0.5959375,0.6,0.5925,0.61375,0.5890625,0.583229036295,0.596688534833,0.0557423436404,0.00116631029819,0.0113651096969,0.00496344464091
17,0.689799976349,0.15060005188,0.604,0.604000004059,1,0.001,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.001, 'filter__n': 1}",169,0.604244694132,0.603938730853,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.090180730794,0.00135650829369,0.000317110152044,7.92486763263e-05
18,0.792999982834,0.132799959183,0.6025,0.599374496088,1,0.0001,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.0001, 'filter__n': 1}",173,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.61375,0.5890625,0.60450563204,0.603873789441,0.0191102064378,0.0223195729702,0.00873563008637,0.00605364036794
19,0.755999994278,0.148999977112,0.599,0.600250453137,1,0.0001,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.0001, 'filter__n': 1}",181,0.604244694132,0.603938730853,0.60375,0.6040625,0.6,0.5925,0.60375,0.6040625,0.583229036295,0.596688534833,0.0309386983745,0.00167336975169,0.00802594034509,0.00480465567796
20,0.707599973679,0.147399997711,0.6005,0.602374496088,1,0.0001,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.0001, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0539614094151,0.00174352619051,0.00687831614611,0.0032824663256
21,0.651999950409,0.123199987411,0.59625,0.600937445166,1,0.0001,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.0001, 'filter__n': 1}",189,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.583229036295,0.596688534833,0.0565226124034,0.0219399112919,0.00925345300849,0.00383743726903
22,0.669199991226,0.150599956512,0.5975,0.595625453137,1,0.0001,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.0001, 'filter__n': 1}",185,0.604244694132,0.603938730853,0.58625,0.5959375,0.6,0.5925,0.61375,0.5890625,0.583229036295,0.596688534833,0.050017622572,0.00149665643086,0.0113651096969,0.00496344464091
23,0.658199977875,0.124400043488,0.604,0.604000004059,1,0.0001,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.0001, 'filter__n': 1}",169,0.604244694132,0.603938730853,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0619432204348,0.0237705984027,0.000317110152044,7.92486763263e-05
24,0.645800018311,0.140799951553,0.6845,0.696062585748,10,0.1,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.1, 'filter__n': 10}",114,0.685393258427,0.695842450766,0.67625,0.7059375,0.68125,0.6915625,0.7125,0.6925,0.667083854819,0.694470477976,0.0268582025712,0.0179600465466,0.0152732895497,0.00515829403979
25,0.696000051498,0.132000017166,0.693,0.696749499896,10,0.1,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.1, 'filter__n': 10}",25,0.681647940075,0.693341669272,0.68625,0.700625,0.7025,0.6959375,0.7175,0.6925,0.677096370463,0.701343330209,0.0553967055516,0.019636683064,0.0149512683528,0.00364564619142
26,0.671200037003,0.14219994545,0.68725,0.697187019409,10,0.1,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.1, 'filter__n': 10}",74,0.675405742821,0.693029071585,0.68125,0.7025,0.69625,0.6965625,0.7075,0.693125,0.675844806008,0.700718525461,0.0668533294979,0.0176567676097,0.0126288569403,0.00386982826579
27,0.636400032043,0.140999984741,0.67775,0.694686042383,10,0.1,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.1, 'filter__n': 10}",163,0.644194756554,0.673335417318,0.67625,0.705,0.68875,0.700625,0.70625,0.6978125,0.673341677096,0.696657294595,0.030813030162,0.0166372824365,0.020407208652,0.0110558464397
28,0.771199989319,0.148000001907,0.678,0.689875397919,10,0.1,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.1, 'filter__n': 10}",160,0.681647940075,0.689903094717,0.67625,0.6971875,0.695,0.6965625,0.69,0.6821875,0.647058823529,0.683536394877,0.0898072857848,0.00260761996164,0.0167663132919,0.00628445180078
